filename,name,quantity,weight,height,length,width
117327.jpg,kate spade new york larabee dot grey stoneware 4-piece place setting,3,5.65,5.8,12.1,12.0
02120.jpg,"hiho! cherry-o game; 3 real techniques brush set (travel essential 1400, starter set 1406, core collection 1403)",2,0.6,3.15,9.8,6.2
110118.jpg,yuelong® new alloy aluminum silver tattoo gun box supply kit machine gun power holder,1,0.55,2.7,5.1,4.8
118528.jpg,"ambient weather ws-1171b wireless advanced weather station with temperature, dew point, barometer and humidity; 2-pack moukou iphone 6 glass screen protector tempered glass screen protectors for iphone 6/6s 4.7"" lifetime warranty",5,0.85,2.96,10.64,5.2
103364.jpg,"dahle 10670 vantage cutting mat, 9"" x 12"", black; aglica wine corks #9 x 1-3/4"", bag of 100; j world new york lola lunch tote, candy buttons, one size; astage women`s professional belly dance costume,long sleeve tops with skirt hotpink,all accessories",5,0.66,1.58,11.09,8.97
118482.jpg,"american flag 3x5 ft. tough-tex the strongest, longest lasting flag by annin flagmakers, 100% made in usa with sewn stripes, embroidered stars and brass grommets.  model 2710",4,1.25,1.7,12.7,9.5
08487.jpg,fast & furious 1-7 collection – limited edition (blu-ray + digital hd with ultraviolet),2,1.15,2.1,7.5,5.9
117777.jpg,"bowron babycare baby stroller lambskin fleece; fashion unisex canvas rucksack vintage computer laptop backpack school backpack shoulder bag (wolf with rose) cpb-60; set of 2 deconovo back tab solid thermal insulated blackout curtain / drapes for living room, back tab/ rod pocket 52""w x 95""l, panels, fuchsia",4,2.07,2.45,15.68,12.84
07772.jpg,"the castlevania adventure; yoshi; sphero ollie wideboyz by hexnub - orange tyres - own the road!; heinz traditional steak sauce individual packets, 50 count",5,0.35,1.22,7.32,4.4
120404.jpg,li'l pals fleece toy wooly man; rascals latex pacifier 4.5+aci-; arctic stainless steel tumbler 30 oz cup with compatible lid - double wall vacuum insulated - same technology as yeti - premium insulated thermos - guaranteed to keep coffee hot and iced tea cold!,4,0.54,2.57,7.12,3.65
06860.jpg,"microsoft sidewinder x8 mouse; premium wine aerator and wine decanter – red wine aerator and pourer – enhance the flavor, intensity & texture of your wine – eguide included with each of our wine aerators – 90 day guarantee",3,0.5,2.01,10.03,6.2
114858.jpg,llama llama's little library; magic the gathering origins fat pack,4,1.91,2.1,7.22,7.02
116865.jpg,the way of god: derech hashem; auswind antique bronze brushed brass&carved wall mounted bathroom accessory hw (toilet paper holder),3,0.9,2.37,6.97,6.27
109769.jpg,"luzianne half and half iced tea and lemonade single-serve cups, 12 count; ibeautylabs 24k gold collagen face mask; tangibler-anime cartoon game girl 3d silicone wrist rest mouse pad (012)",4,0.64,1.25,9.12,7.62
110548.jpg,dremel 225-01 flex shaft attachment; sas safety 9816-00 gen-nex supplied air hood assembly,3,1.1,4.1,13.11,7.63
106166.jpg,3.5 sas tray caddy sled dell g302d f238f r710 t610,2,0.55,1.6,8.8,5.2
100118.jpg,"red rock outdoor gear sidekick sling bag (small, coyote tan); quicken willmaker plus 2016; fisher-price thomas the train take-n-play thomas at the water tower",5,0.84,2.02,9.54,6.44
108528.jpg,"hyperkin retron 2 snes / nes video games twin console (grey); (pack of 2) twinings green tea, k-cup for keurig brewers, 24-count; kirkland signature organic sugar - 10 lb",3,4.57,3.53,12.93,9.13
06533.jpg,"aquabeads disney cinderella playset; finding dory swigglefish bailey figure; larabar mint chip brownie, fruit & nut food bar, 5 count - 1.6 ounce bars in retail packaging: gluten free, non-gmo, vegan, dairy free, kosher, fair trade certified chocolate",5,0.37,1.84,6.98,5.96
116536.jpg,gardner bender hsb-28 butt splice kit; econoled remote control 10w rgb waterproof led flood light (16 different color tones),5,0.82,3.02,5.44,3.86
111709.jpg,"idealgo adjustable bike bicycle mtb water bottle holder rack cage bicycle bottle holder for road or mountain or bxm bikes; best manly beard oil & conditioner for men - 1 oz; apple cable, mfi certified lightning cable- kinps 10ft/ 3m 8 pin lightning sync and charge cable for iphone 6s/6s plus, ipad and ipod, compatibility with all cases (red - 1pcs)",4,0.16,1.5,6.27,4.6
113734.jpg,"set of 3 bellemain spice gripper clip strips for plastic jars - , holds 12 jars; kloud city ® jewelry box organizer display storage case for travel home use (red); saddled pony ornament",3,0.32,2.33,7.5,3.7
112826.jpg,"r.s.v.p. international unisex glass tube spice rack stainless steel cookware; kloud city® light brown anti-slip microfiber doormat bedroom kitchen area rug carpet (31” x 20”); (pack of 6) thai kitchen organic coconut milk, premium, 13.66 ounce; cartman booster cable 4 gauge x 16ft in carry bag ul listed (4awg x 16ft)",4,3.48,4.89,10.24,8.56
02823.jpg,"taotronics tt-ah002 30w ultrasonic humidifier with cool mist, classic dial knob control, 3.5l large capacity, two 360 degree rotatable outlets",2,4.2,7.1,14.5,10.2
107327.jpg,"queen helene cholestrol cream, 80 ounce; gloria jean's variety pack (mudslide, butter toffee, hazelnut & french vanilla) equaling 96 k-cups",3,4.52,5.83,9.9,6.17
119339.jpg,rtic 30 oz. tumbler,2,1.14,4.2,8.6,4.2
102575.jpg,easy figure forte 30 caps fat loss weight control new sealed; puma leather cricket ball pulse orange,3,0.01,2.18,3.38,2.18
100548.jpg,"cellucor c4 pre workout supplements with creatine, nitric oxide, beta alanine and energy, 30 servings, pink lemonade",1,0.6,3.8,4.6,3.8
09296.jpg,"yoobao&reg; yb6012 5200mah ultra slim portable charger external battery pack power bank with led flashlight for android device, apple iphone 6 plus,5 5s 5c,4,4s / samsung galaxy s5,s4,s3 note 4, note 3 / blackberry passport and more (silver); flonase allergy relief nasal spray, 120 count; brightown 72ft/22m 200 led solar fairy string lights for outdoor, gardens, patio, lawn, porch, gate, yard, trees, homes, christmas party, color warm white, guarantee for three month replacement",3,0.57,1.9,6.07,4.47
119293.jpg,"targus versavu classic plus rotating case and stand for ipad air 2 (thz531us); dove beauty bar, white 4 oz, 14 bar; auyou wi-fi smart outlet switch, 5 outlets multi socket safety on off electrical appliances, free combination power charger set with 6.56 inch extension cord",4,2.37,2.72,9.87,6.97
116166.jpg,"swingline long reach stapler with built-in ruler and adjustable locking paper guide, black (s7034121p); doodle cotton duvet cover to personalise - double-sided, with wash-out fabric markers (twin); mediasonic hw-560an homeworx hdtv outdoor antenna - 60 miles range; dimple animal kick & touch musical baby piano mat",5,1.9,2.22,16.7,7.88
06499.jpg,"(pack of 1) jw winco phenolic plastic six lobed knob with tapped insert, threaded hole, m6 x 1.0 thread size x 13mm thread depth, 40mm head diameter; hlc.me matte sheer window treatment curtain panels - pair - 84"" inch long (beige)",4,0.39,0.95,7.65,4.9
111359.jpg,"classical ballet technique; lingual and esthetic orthodontics; all-natural fish cartilage dog chews, 100% digestible long lasting high protein sticks, source of calcium and chondroitin for bone joint and tendon health, great for small & large size dogs (4oz)",5,2.98,1.88,9.96,6.46
113364.jpg,"set of 4 norpro 3660  stainless steel cannoli forms,; battery operated string led fairy lights outdoor, warm white, amars 33 feet garden bedroom wedding table decorative lighting; (10 pack) w.o.d. welder cleansing wipes - 2x the clean",5,0.26,1.22,5.44,3.96
104858.jpg,"toto ts112fl53#bn ts112fl51#bn classic series multiple spray 2 gpm aero handshower,  brushed nickel; sprukits halo spartan jameson locke action figure model kit, level 2; acomfort® indoor outdoor wooden trapeze swing with plastic triangular gym rings for kids",5,0.77,2.5,12.44,7.38
106865.jpg,jbl charge 2+ splashproof portable bluetooth speaker (black),1,2.1,3.9,8.5,6.7
119769.jpg,"camco 59023 propane gauge/leak detector; crazy genie 10pcs diamond shaped clear glass crystal cabinet pull drawer handle kitchen door home furniture knob diameter 30mm (blue); airlut assorted color uv protection cooler arm sleeves 9 pairs for bike/hiking/golf (black,white,pink,purple,yellow,grey,blue,sapphire&lavender color); aaron rodgers green bay packers #12 nfl youth alternate jersey white (youth large 14/16)",5,0.51,2.26,7.65,4.86
107777.jpg,"quality park 90070 quality park business envelopes, contemporary seam, #6-3/4, white, 500/box; stretch island fruit leather variety pack 48-count, 0.5-ounce package; dreamgirl women's plus-size deadly dames pinstripe gangster costume,multi, 1x/2x",5,2.62,3.0,14.22,7.3
109440.jpg,"crocodile creek fire truck jigsaw puzzle (12 piece); active carbon pre-filter 4-pack (ac4825 filter) for use with the germguardian flt4825 hepa filter, filter b. premium ac4825 series replacement filter",4,0.22,1.22,13.45,5.02
101070.jpg,allen sports aluminum folding 1-bike rack; eva-dry electric petite portable dehumidifier edv 1100 black; (pack of 6) 100' pro chalkline reel,4,3.4,4.37,13.77,7.4
11075.jpg,"philips she8100rd/27 in-ear headphones - red; opolar f401 mini usb table desk personal fan (metal design, quiet operation 3.9' usb cable, high compatibility), black",2,0.44,2.2,6.3,4.95
08254.jpg,funko pop television walking dead: governor vinyl figure,2,0.26,3.54,6.38,4.65
104272.jpg,"gaia herbs vitex berry, 60 liquid phyto-capsules; sirai l172vb041b12ae6 brass body direct acting subminiature solenoid valve, 1/8"" pipe size, 2-way normally closed, fluorocarbon elastomer sealing, 3/32"" orifice, b12a din coil, 0.15 cv flow, 240v/50/6; iphone 6s plus case, vakoo [ultra protective] slim fit series hybrid shockproof dual layer impact resistant tpu bumper case cover for apple iphone 6s plus 6 plus with built-in screen protector (black)",4,0.27,1.27,5.4,3.22
111973.jpg,"gw security gw30wd 700tvl sony ccd osd 2.8-12mm varifocal cctv bullet camera home day/night; microfiber sheet set quality bedding 1800 count series 6 piece classic soft bed linens designed to add an elegant touch to your bedroom (queen, chocolate); soda sparkle co2 gas seltzer cartridges compatible w/ sodasparkle and cuisinart soda maker, 96-chargers",3,3.39,3.3,7.9,6.43
01976.jpg,little kids nickelodeon paw patrol no-spill bubblin' bucket,1,0.6,4.6,8.4,5.0
110661.jpg,"grohe 35010001 concetto shower head and trim combination; jbm multi sport protective gear knee pads and elbow pads with wrist guards for cycling, skateboard, scooter, bmx, bike and other extreme sports activities (blue and dark, adult); (12-pack) heavy duty plastic table covers tablecloth (reusable) (rectangle 54"" x 108"", brown); bignose-premium triangle cat post wall mounted scratching toys best cat post on wall",4,2.61,4.15,14.94,7.75
1136.jpg,"klein tools d335-51/2c 5-inch long needle-nose pliers-extra slim; crayola tempera washable paint 32-ounce plastic squeeze bottle, white; kohler sk0187 chrome tub and shower rebuild kit; knitter's pride 10.5/6.5mm bamboo single pointed needles, 10""; sony playstation vita wifi",5,1.29,2.3,9.8,4.7
109010.jpg,"whirlpool part number 8541270: timer, control (60 hz.) (motor not a service part); 12-pack pilot g2 retractable premium gel ink roller ball pens, fine point, black, (31020); dingo dental twists for small and medium dogs, 35-count; toy doll clothes - 2 piece butterfly shirt & jean set",5,0.48,1.98,8.94,5.34
101420.jpg,"pure creatine monohydrate powder | 100 servings - 500g | unflavored & micronized | best bodybuilding supplement to boost power, reduce muscle soreness and muscle growth; pack of 2 quakeworld ( pcs) 18w cree led work light bar spot beam 30 degree 4""inch ip67 high power 1440lm offroad fog light for suv boat 4x4 4wd jeep atv driving lamp",4,2.27,4.11,8.56,6.01
104622.jpg,zero grid travel space saver bags compression storage & packing organizers 16 ct,1,2.0,3.0,12.1,9.1
09916.jpg,no items,0,0.0,0.0,0.0,0.0
119913.jpg,ravensburger xxl children's globe 180 piece puzzleball; mah jongg red color tiles 3 zipper mah jong purse for mahjong card,3,0.47,2.01,8.02,7.13
103.jpg,no items,0,0.0,0.0,0.0,0.0
118601.jpg,"lenox chirp print 60 by 84, oblong(rectangle), multi; charisma resort beach towel (dark pink polka dot /35 in x 70 in)",4,1.72,2.22,13.2,9.25
08604.jpg,"plasti: scene; mentholatum natural ice medicated lip protectant sunscreen, 12 count; new music for old instruments; grand prime case,galaxy g530 case,luolnh heavy duty shockproof durable full body protection rigged hybrid case with belt clip holster and kickstand for samsung grand prime g530h/g5308w(green)",4,0.27,1.54,6.05,4.86
105930.jpg,"original penguin men's albert pom watch cap, black, one size; iphone 6 case- xhorizon® [premium shell] [kick-stand feature] [belt clip function] for iphone iphone 6 (4.7 inch ) combo protective case cover slide rubberized ribbed texture shell and back holster with dual function swiveling ratch kick-stand belt clip za5; plymouth road runner us car logo patch sew iron on embroidered badge sign costume gift",4,0.12,1.17,6.78,4.51
00234.jpg,"funny guy mugs bob the man the myth the legend ceramic coffee mug, black, 11-ounce; denver broncos nfl youth super bowl 50 champions trophy collection locker room tee (youth xlarge 18/20)",5,0.95,3.32,8.72,5.34
02209.jpg,glw® 10w 12v ac or dc warm white led flood light waterproof outdoor lights 750lm 80w halogen bulb equivalent black case; truck rv atv snowmobile trailer led license plate light - black finish,2,0.5,2.7,4.5,3.35
114272.jpg,mickey mouse clubhouse: minnie's masquerade; epilady speed corded epilator,3,0.53,2.27,7.67,5.53
04277.jpg,"scooter stand by scooterports - fits most major brands - interlocking design for storage and safety - hot pink; tfy sport armband extension strap (black) for tfy open face cell phone armband; women's nfl burnout long sleeve v-neck team top (new orleans saints, small)",4,0.23,1.45,7.22,6.27
108251.jpg,"man sports body octane clinically dosed performance aid powder with citrulline malate & beta alanine, strawberry mango, 30 servings, 318 grams; glowbowl gb001 motion activated toilet nightlight",4,0.26,1.97,6.77,3.7
105199.jpg,"chef-o-van food coloring, green, 16 ounce; cellulite cream – natural firming cream for cellulite treatment. reduce dimples for lasting results.; 2-pack costyle universal 3.5mm 1 male to 2 female audio headphone headset earphone y pc splitter adapter 0.28m/0.92ft cable cord for android/ios smartphone, tablet, mp3 mp4, computer and most devices",4,0.48,2.07,4.31,2.34
100661.jpg,"united curtain anna tie up shade, 40 by 63-inch, white; body spa light body sauna suit neoprene full body shaper gym sport aerobic (pink, medium) 13832; sour jacks sour candies, wildberry, 24 count",3,0.95,1.93,13.17,7.63
11976.jpg,fit system 70586t driver side replacement oe style manual remote folding mirror; evga geforce gtx 970 4gb ssc gaming acx 2.0+ cooling graphics card (04g-p4-3975-kr),2,2.5,5.0,12.75,9.25
105463.jpg,"mezzati luxury striped bed sheets set - sale - best, softest, coziest sheets ever! - high quality 1800 prestige collection brushed microfiber bedding - money back guarantee (gray, king)",2,4.1,4.6,11.3,9.6
114788.jpg,no items,0,0.0,0.0,0.0,0.0
111070.jpg,"calphalon nonstick bakeware set, 6-pieces; 1 pack ink e-sale black cartridge ce285a (85a) laser toner compatible for hp laserjet pro p1102w, m1212nf -",2,3.67,4.7,14.6,8.1
108601.jpg,"american hero training simulation firefighter; unik occasions sparkling collection crystal rhinestone monogram cake topper - letter u, small, silver",3,0.27,1.2,8.6,5.37
07908.jpg,oxo good grips all-purpose squeegee; 5 pack kingway updated version chips ink cartridges replacement for hp 934 935 934xl 935xl use with hp officejet pro 6830 6230 6835 6815 6812 printers,2,0.38,2.45,8.25,5.85
114622.jpg,"mountain house #10 can rice & chicken (10 -1 cup servings); brother p-touch ~1/2"" (0.47"") black on clear standard laminated tape - 26.2 ft. (8m); blackberry passport silver edition case,aplus ® frosted matte shield hard cover skin case + hd lcd protector for blackberry passport silver edition (black)",4,0.54,2.12,7.15,5.2
109913.jpg,under armour kids boys storm armour fleece big logo pants (big kids) black/risk red/risk red pants md (10-12 big kids); (pack of 2) goyonder eco yoga workout knee pad cushion black,2,0.36,3.15,9.4,7.95
105033.jpg,"fisher-price imaginext dc super friends: bane battle sled; christmas holiday baking tray molds - christmas tree, snowflake, gingerbread boy and more",5,0.41,2.04,11.8,7.04
119010.jpg,"celebration herbals chickweed tea -- 24 tea bags-0.91oz(26g),pack of 2; known valley homecoming rose 17oz scented jar candle with natural rose oils",4,1.2,3.6,8.57,5.1
111420.jpg,lenox colonial tradewind gold banded bone china 9-inch accent plate; trx pro suspension training kit,2,2.56,5.03,11.06,9.01
01425.jpg,"bissell natural sweep dual brush sweeper, 92n0a (same as 92n0); corning 6795pr external temperature controller for digital display hot plate, 5 to 200 degree c; queen standard bed bug mattress cover or box spring cover | water resistant mattress protector - dust mite & allergen proof mattress encasement - hygea natural",4,1.94,3.05,13.37,10.5
119505.jpg,starting out with java: from control structures through objects (6th edition); dlo headphone adapter for iphone 1g; betty boop/it's all about me mug,3,1.78,2.27,7.5,5.5
09500.jpg,"the longest ride; böhm wireless bluetooth headphones with active noise cancelling headphones technology - features enhanced bass, inline microphone & 18-hour (max) battery - gold/tan, b-66",4,1.26,1.75,7.8,6.54
105526.jpg,"terry naturally curamed curcumin bcm-95 750 mg-60 softgels; lens band mini lens band stop zoom creep for all compact and micro 4/3 lens, orange",3,0.63,2.83,4.7,2.83
113108.jpg,"christianity for modern pagans: pascal's pensees edited, outlined, and explained; iphone 6s plus case, iphone 6 plus case, caseup embossed floral series - [card slot][magnetic closure][stand] premium pu leather wallet case cover for iphone 6s plus/ 6 plus (5.5 inch), pink",2,0.71,1.02,7.38,4.39
01130.jpg,warn 63936 atv center plow mounting kit; leprene perfect bag large insulated premium neoprene 2 bottle wine and lunch carrier. great 4th of july tote for cold drinks and snacks. stylishly designed by women with reinforced cross-body strap; cqi be your own kind of beautiful with flower vine removable wall decal sticker quote vinyl art home decor (white),4,2.62,1.82,14.92,9.77
111135.jpg,"(pack of 2) children's dimetapp liquid, cold & cough, 8 ounce; set of 6 ozera reusable popsicle molds ice pop molds maker, , green",2,0.75,3.1,6.35,5.32
04332.jpg,"bratzillaz doll - sashabella paws; made in nature organic california sun-dried raisins, kosher, 48-ounces",2,1.95,2.75,11.2,7.85
114337.jpg,no items,0,0.0,0.0,0.0,0.0
108314.jpg,"necco sweethearts conversation hearts, 1 lb bag frustration free packaging",1,1.25,3.4,6.2,5.3
100724.jpg,"gsd mandoline slicer with 3 stainless steel blades and safety guard; accell b087b-005b ultraav displayport to dvi-d active single-link adapter - amd eyefinity(tm) certified; bouncy animal, bouncy horse inflatable with pump",4,1.13,2.56,12.44,5.98
102719.jpg,"amazonbasics 24k gold connector banana plugs - 12-pairs (6 red, 6 black); fisher-price laugh & learn puppy's remote",3,0.68,1.64,7.07,4.57
101836.jpg,"monster mon129363 fm-ch ipod/iphone icarplay wireless 800 fm transmitter  (discontinued by manufacturer); tervis rutgers university nj emblem individual water bottle with gray lid, 24 oz, clear; apple ipad air md785ll/b (16gb, wi-fi, black with space gray); 12 pack pyrex 2 cup orange round storage lid/cover #7200-pc for glass mixing bowls-",4,0.72,3.3,9.35,5.32
105176.jpg,fantaseal hi-reflective safety vest for gopro chest mount harness chest strap moun for gopro hero 4 /3+ /3/session + sjcam sj6000/5000/4000 for running jogging cycling exploring ( fluorescent green),1,0.44,1.97,7.01,5.91
11999.jpg,surebonder dt-200kit mini dual temperature glue gun with 12 - 4-inch all purpose glue sticks kit; jalousie novelty glitter owl lip gloss 4 piece lip balm girls birthday party favors fda approved,2,0.21,1.8,7.35,5.65
119155.jpg,"laptopaid new 3.5"" sas sata caddy tray for dell t710 t610 t410 t310 0f238f t420 t620 320 r530",5,0.65,1.5,7.9,4.6
09150.jpg,nfl new oleans saints wineholder shoe; beats executive over-ear noise cancelling headphones (black),2,2.88,5.05,11.45,8.45
04298.jpg,oster fast feed adjustable pivot motor clipper 76023-510,4,1.75,3.2,10.7,6.75
111565.jpg,"cr gibson box of 10 sympathy acknowledgment note cards, silver rose (cst-3914)",4,0.3,1.2,6.0,4.5
115875.jpg,dorman 911-019 vapor canister vent valve; orijen cat treats freeze dried regional red 1.25oz,3,0.17,1.23,6.24,3.21
117848.jpg,the great doctor; philips norelco pt724/46 shaver 3100,2,0.57,1.69,8.3,5.66
05870.jpg,"mystic industries 88025 lighted led reindeer car costume; michigan womens big logo v-neck sweater small; #1 exercise bands & resistance bands set 15pcs - home gym & exercise equipment for full body workout - stretch bands for physical therapy, rehab, crossfit - great gift idea + 2 bonuses; essentials by seven apparel men's long sleeve pajama set with fleece bottom, navy/green, medium",4,1.41,2.9,13.62,11.2
108744.jpg,fisher-price thomas the train take-n-play diesel 10 vehicle; tomtom spark small sky captain/purple haze,2,0.43,2.4,7.11,4.44
109856.jpg,"epilady speed corded epilator; (pack of 3) dial antibacterial deodorant soap, white, 10 count",2,4.13,4.1,7.55,6.35
114767.jpg,"rumor has it: in a town this small, a secret is hard to keep; my little pony mega mix value favor pack (48) pieces birthday party supply",4,0.62,1.05,9.75,6.95
100374.jpg,"surgical stainless steel tongs - 10 inch; the elf on the shelf: i'm a boy,a christmas tradition with blue eyed north pole  with bonus official ""an elf's story"" elf on the shelf coloring book",2,1.55,2.05,12.65,7.1
102349.jpg,"olay age defying 2-in-1 anti-wrinkle day cream + serum 1.7 fl oz; glow in the dark foil engraving art blank boards 5"" x 7"" (package of 12 boards)",2,0.18,1.1,7.12,3.5
10371.jpg,"(pack of 4) rubbermaid white ice cube tray; mini projector, crenova xpe450 portable video projector 1000 lumens 800*480 resolution with free hdmi cable for home cinema theater entertainments connecting with tv laptop desktop game console media player sd card support ipad iphone android smartphone--silver",2,1.85,3.9,11.85,7.8
104337.jpg,"rif6 cube 2-inch mobile projector with 20,000 hour led light and 120-inch display, portable, rechargeable, includes hdmi cables and tripod; 4 pack lumenty® led filament light bulbs a19 6w - 60w equivalent - vintage edison style bulb e26 standard base - warm white 2700k ul-listed dimmable -",3,1.11,4.41,6.67,6.67
120392.jpg,"garden of life vitamin code women's multi, 240 capsules; case of 1000 plymor 2 mil clear plymor brand zipper reclosable storage bags, 3"" x 5"",; acdelco a3162c professional air filter",3,1.62,3.3,7.97,6.9
00721.jpg,"elesa miracle 22 inch 1pc handmade crochet cotton lace table placemats sofa doilies value pack, waterlily, beige / white (1pc-22 inch beige); ufaitheart 108 x 72 extra wide shower curtain fabric water and mould resistant bath shower curtains for home decor, coffee/chocolate brown, deep gold, blue",2,0.89,1.5,9.75,7.6
115526.jpg,"brand new genuine hp touchpad north american power supply charger adapter fb341aa#aba for hp 9.7 inch touchpad ,usb 2.0 data cable included!; funny guy mugs bob the man the myth the legend ceramic coffee mug, black, 11-ounce; seidio surface with metal kickstand case & holster combo for iphone 6 plus/6s plus - non-retail packaging - black/gray",4,0.59,2.82,8.35,5.05
05523.jpg,"beyerdynamic custom street headphones, black; samsung galaxy s6 edge+ screen protector eetech&trade;shield tempered armor guard for samsung galaxy s6 edge plus full screen frame edge to edge protection,hd clear/9h hard//anti-scratch/shatterproof",4,0.69,2.35,7.82,4.8
109505.jpg,"clarisonic mia 1 facial sonic cleansing system, pink; boston red sox baby brush",3,1.07,2.53,6.47,4.03
103108.jpg,"verso kindle case - scholar classic pink composition book folio style protective case for amazon kindle (fits kindle paperwhite, kindle, and kindle touch), pink",2,0.3,1.0,9.3,5.6
119856.jpg,"12-pack expo 2 low-odor dry erase markers, chisel tip, , black",2,0.3,2.2,5.0,3.1
104767.jpg,"multi-color slim size cd cases; host defense - reishi capsules, supports a healthy heart, 30 count (ffp); microsoft surface pro 4 case, also fit surface pro 3, valkit microsoft surface pro 4 / pro 3 pu leather case folio case stand case type cover skin compatible with surface original keyboard blue color.",5,1.29,2.04,12.04,8.8
08741.jpg,"home basics 2-piece velvet scarf hanger, turquoise flowers",1,0.65,1.2,13.0,10.3
107848.jpg,"seattle seahawks fans. stay victorious. i don't often hate lime green t-shirt (x-large); 2 pack [ ] bestten wall mount usb outlet charging station/ surge protector with triple usb charging ports (3.1a shared), 3 ac outlets and 2 slide out phone holders, etl certified",3,0.75,1.63,9.8,6.03
118744.jpg,"set of 3 colorbasket 51301-207 hand woven waterproof oval basket, sunshine yellow, gift box,; avantree solid steel headphone stand holder hanger, sturdy with space for cable, great for sennheiser, sony, audio-technica, bose, shure, akg, panasonic headphones and more - hs102",3,1.22,2.96,11.27,7.67
112349.jpg,"(pack of 12) amy & brian coconut water original, 17.5 ounce can",1,9.1,7.3,11.3,8.6
00371.jpg,"amazonbasics microfiber sheet set - twin, chocolate",2,2.1,3.4,9.4,9.2
01999.jpg,original nightmare before christmas curtains/drapes 4 pieces set window panels disney; gnc pets ultra mega superfood complex for all dogs - beef flavor,2,0.52,3.8,8.85,6.95
1073.jpg,speck products candyshell grip case for iphone 6/6s - river blue/tahoe blue,5,0.2,1.0,7.4,5.7
109155.jpg,psychology; giromax skylanders super pack,2,2.88,1.85,13.95,9.65
120238.jpg,"(pack of 12) sushi chef, soup white miso, 0.5 oz; swarovski rose bouquet figurine; gerber baby-girls newborn 3 piece bodysuit cap and legging set, zebra, 24 months; swarovski kris bear-say it with roses",4,0.46,2.5,5.37,4.62
115176.jpg,"imusa usa mexi-10007 sunburst cloth tortilla warmer, 12-inch, yellow/red/orange",2,0.15,2.7,12.2,5.6
11560.jpg,powerbear iphone 5se / iphone 5s / iphone 5c / iphone 5 [stamina series] extended rechargeable battery case with built in usb powerbank with 4200mah capacity (up to 250% extra battery) - black [24 month warranty and screen protector included],3,0.02,1.1,7.7,4.4
101565.jpg,"iphone 6 case, maxboost [vibrance series] protective slider case for apple iphone 6 (4.7)[lifetime warranty] soft-interior scratch protection with vibrant color - peaches n&rsquo; cream/champagne gold; wentop® 7 day digital programmable timer socket plug wall home plug-in switch energy-saving for home lights, fish tank heater and all household appliances (manual has been updated. easier to setting); talongt fast power usb car phone charger c224a - unique stylish design - duel port, 24 watt, 4.8 amp - charges best range of devices, iphone, android, samsung galaxy, lg, (30 day money back guarantee)",4,0.15,1.4,7.1,3.37
109342.jpg,"ibrn distributors cotton tipped applicators/swabs, 6 inch, 1000 count; oakley men's jawbreaker asian fit oo9270-01 shield sunglasses, polished black, 131 mm",3,0.82,3.3,7.5,6.27
110499.jpg,"hp 61xl black and 61xl color combo; galaxy basic shorts (purple/black, 4 in. adult l 12-14); organic trail mix 16oz (organic pecans, brazil nuts, almonds, wild blueberries, sunflower seeds, tart cherries, cranberries, raisins)",4,0.42,1.47,8.25,5.57
07359.jpg,"ipow seal swim mask anti-fog watertight large clear lens waterproof eyes protection adult swimming goggles with quick-fit buckle adjustable strap for men and women (black); note 5 case, dgtle [drop protection] [dual layer] armor defender shockproof hybrid protective case cover for samsung galaxy note 5 (mint); lenovo yoga tab 3 8 case, pasonomi® premium pu leather folio case stand cover with smart cover auto wake / sleep feature for lenovo yoga tab 3 8 inch tablet (purple); auyou wi-fi smart outlet switch, 5 outlets multi socket safety on off electrical appliances, free combination power charger set with 6.56 inch extension cord",4,0.8,2.93,8.5,5.21
115361.jpg,"trident case aegis series for motorola droid razr m/xt907 - retail packaging - blue; raen squire 53 polarized oval sunglasses, matte black & matte brindle, 53 mm; everlasting rose gift - single metal rose that never dies like your love",3,0.23,1.9,7.3,3.93
05364.jpg,kwmobile elegant synthetic leather case for asus zenpad s 8 z580c / z580ca in black with convenient stand feature,1,0.05,0.9,8.3,5.3
10865.jpg,grant 3294 installation kit,2,1.05,2.0,5.6,4.8
101772.jpg,microwave motion detector kit; epic cosplay demeter dark brown super extra long bang straight anime wig 60 inches (20db); granvela&reg; comfortable light weight mountain bike road bicycle cycling hollow out spider saddle seat cushion (blue),3,0.91,2.2,9.27,6.23
101288.jpg,"play x store rubber anti-slip car dashboard pad/mat, universal phone stents for gps iphone ipaid samsung htc and all smartphone; alpta nano ion spray - handheld nano ionic cool mist face hydration sprayer - moisture facial spray - portable usb face hydration spray color red; expawlorer cute shirt designer dress printed pink crown little princess casual vest for dog & cat pink xs",5,0.18,1.63,5.55,4.28
104570.jpg,100 sets 16 oz. plastic clear cups with flat lids for iced coffee bubble boba tea smoothie; fcs glass flex longboard series dolphin fin - 10.0 black; fcs ii connect gf surfboard fin 9',5,1.89,1.9,15.1,8.52
08556.jpg,"stampers anonymous tim holtz cling rubber stamp set, 7 by 8.5-inch, travel ways; (10-pack) buhbo 5 ft cat 5e utp ethernet network non booted patch cable , white; new star foodservice 28560 smile face squeeze bottle set, 12 ounce",4,0.16,1.3,6.17,5.5
118553.jpg,foxnovo fashion korean style autumn winter unisex knitted scarf cape shawl with sleeves (beige); bedside & guestroom night water carafe beverage set - clear glass pitcher with drinking cup/cover - 33 oz; synology disk station 2-bay diskless network attached storage (ds216play),3,2.58,4.57,12.13,8.47
